Nome,Nota,Link
O Caçador de Pipas,Nota: 4 estrelas,https://filmow.com/o-cacador-de-pipas-t5561/
Os Suspeitos,Nota: 3.5 estrelas,https://filmow.com/os-suspeitos-t5938/
Três Anúncios Para um Crime,Nota: 3.5 estrelas,https://filmow.com/tres-anuncios-para-um-crime-t202625/
"Eu, Tonya",Nota: 4.5 estrelas,https://filmow.com/eu-tonya-t203394/
Identidade,Nota: 4 estrelas,https://filmow.com/identidade-t6876/
Juno,Nota: 3 estrelas,https://filmow.com/juno-t11/
ABC do Amor,Nota: 4 estrelas,https://filmow.com/abc-do-amor-t2126/
Esqueceram de Mim,Nota: 4 estrelas,https://filmow.com/esqueceram-de-mim-t6572/
Meu Primeiro Amor,Nota: 4 estrelas,https://filmow.com/meu-primeiro-amor-t2920/
John Wick: Um Novo Dia Para Matar,Nota: 4 estrelas,https://filmow.com/john-wick-um-novo-dia-para-matar-t117168/
John Wick: De Volta ao Jogo,Nota: 4 estrelas,https://filmow.com/john-wick-de-volta-ao-jogo-t78749/
Feliz Natal,Nota: 3 estrelas,https://filmow.com/feliz-natal-t7536/
Os 33,Nota: 5 estrelas,https://filmow.com/os-33-t79435/
Salvador: O Martírio de um Povo,Nota: 3.5 estrelas,https://filmow.com/salvador-o-martirio-de-um-povo-t6166/
It: A Coisa,Nota: 3 estrelas,https://filmow.com/it-a-coisa-t86330/
3 Idiotas,Nota: 4.5 estrelas,https://filmow.com/3-idiotas-t17863/
Um Dia Difícil,Nota: 4 estrelas,https://filmow.com/um-dia-dificil-t98229/
Oldboy,Nota: 3 estrelas,https://filmow.com/oldboy-t5866/
The Merciless,Nota: 4.5 estrelas,https://filmow.com/the-merciless-t235579/
Bingo - O Rei das Manhãs,Nota: 4.5 estrelas,https://filmow.com/bingo-o-rei-das-manhas-t116392/
Os Meninos que Enganavam Nazistas,Nota: 3 estrelas,https://filmow.com/os-meninos-que-enganavam-nazistas-t205568/
A Espiã,Nota: 4.5 estrelas,https://filmow.com/a-espia-t4160/
Rapsódia em Agosto,Nota: 3 estrelas,https://filmow.com/rapsodia-em-agosto-t6098/
O Livro de Henry,Nota: 3.5 estrelas,https://filmow.com/o-livro-de-henry-t129810/
Mãe!,Nota: 3 estrelas,https://filmow.com/mae-t194139/
Gênios do Mal,Nota: 5 estrelas,https://filmow.com/genios-do-mal-t233969/
Assassinato no Expresso do Oriente,Nota: 3 estrelas,https://filmow.com/assassinato-no-expresso-do-oriente-t92284/
Indiana Jones e a Última Cruzada,Nota: 4.5 estrelas,https://filmow.com/indiana-jones-e-a-ultima-cruzada-t557/
O Comboio do Medo,Nota: 4 estrelas,https://filmow.com/o-comboio-do-medo-t7386/
Indiana Jones e o Templo da Perdição,Nota: 3 estrelas,https://filmow.com/indiana-jones-e-o-templo-da-perdicao-t559/
Indiana Jones e os Caçadores da Arca Perdida,Nota: 4 estrelas,https://filmow.com/indiana-jones-e-os-cacadores-da-arca-perdida-t885/
Mudbound: Lágrimas Sobre o Mississippi,Nota: 3 estrelas,https://filmow.com/mudbound-lagrimas-sobre-o-mississippi-t203443/
Spacewalker - Rumo ao Desconhecido,Nota: 4.5 estrelas,https://filmow.com/spacewalker-rumo-ao-desconhecido-t228223/
Sem Amor,Nota: 4 estrelas,https://filmow.com/sem-amor-t207118/
Confissões,Nota: 5 estrelas,https://filmow.com/confissoes-t32132/
Bom Comportamento,Nota: 2.5 estrelas,https://filmow.com/bom-comportamento-t130030/
Um Crime Americano,Nota: 4.5 estrelas,https://filmow.com/um-crime-americano-t6392/
Depois Daquela Montanha,Nota: 2.5 estrelas,https://filmow.com/depois-daquela-montanha-t53869/
Confronto no Pavilhão 99,Nota: 2.5 estrelas,https://filmow.com/confronto-no-pavilhao-99-t205885/
Viva a França!,Nota: 5 estrelas,https://filmow.com/viva-a-franca-t199522/
Seu Amor Faz a Água do Banho Ferver,Nota: 4 estrelas,https://filmow.com/seu-amor-faz-a-agua-do-banho-ferver-t221284/
Feito na América,Nota: 4 estrelas,https://filmow.com/feito-na-america-t115546/
O Motorista de Táxi,Nota: 4 estrelas,https://filmow.com/o-motorista-de-taxi-t216548/
Memórias de um Assassino,Nota: 4 estrelas,https://filmow.com/memorias-de-um-assassino-t10588/
Quatro Vidas de Um Cachorro,Nota: 4 estrelas,https://filmow.com/quatro-vidas-de-um-cachorro-t193602/
A Morte Te Dá Parabéns,Nota: 2.5 estrelas,https://filmow.com/a-morte-te-da-parabens-t219339/
Terra Selvagem,Nota: 4.5 estrelas,https://filmow.com/terra-selvagem-t122040/
Perigo Próximo,Nota: 3.5 estrelas,https://filmow.com/perigo-proximo-t200388/
Em Ritmo de Fuga,Nota: 3.5 estrelas,https://filmow.com/em-ritmo-de-fuga-t103463/
Atômica,Nota: 4 estrelas,https://filmow.com/atomica-t116491/
Dupla Explosiva,Nota: 3 estrelas,https://filmow.com/dupla-explosiva-t196388/
Cegonhas - A História que Não te Contaram,Nota: 3.5 estrelas,https://filmow.com/cegonhas-a-historia-que-nao-te-contaram-t114993/
Cães de Guerra,Nota: 3 estrelas,https://filmow.com/caes-de-guerra-t106097/
O Filme da Minha Vida,Nota: 3 estrelas,https://filmow.com/o-filme-da-minha-vida-t99662/
Dunkirk,Nota: 5 estrelas,https://filmow.com/dunkirk-t191782/
O Caçador,Nota: 3.5 estrelas,https://filmow.com/o-cacador-t11648/
Um Limite Entre Nós,Nota: 4 estrelas,https://filmow.com/um-limite-entre-nos-t115953/
A Luta Pela Esperança,Nota: 4 estrelas,https://filmow.com/a-luta-pela-esperanca-t1758/
Advogado do Diabo,Nota: 3.5 estrelas,https://filmow.com/advogado-do-diabo-t4356/
Uma Família de Dois,Nota: 4.5 estrelas,https://filmow.com/uma-familia-de-dois-t209882/
Paterson,Nota: 3 estrelas,https://filmow.com/paterson-t98218/
Hitchcock,Nota: 4 estrelas,https://filmow.com/hitchcock-t53055/
Fome de Poder,Nota: 4 estrelas,https://filmow.com/fome-de-poder-t112708/
O Silêncio dos Inocentes,Nota: 4 estrelas,https://filmow.com/o-silencio-dos-inocentes-t7031/
Dragão Vermelho,Nota: 3.5 estrelas,https://filmow.com/dragao-vermelho-t4873/
Hannibal: A Origem do Mal,Nota: 4 estrelas,https://filmow.com/hannibal-a-origem-do-mal-t5111/
Z: A Cidade Perdida,Nota: 3.5 estrelas,https://filmow.com/z-a-cidade-perdida-t85684/
Fragmentado,Nota: 2.5 estrelas,https://filmow.com/fragmentado-t98806/
Eu Vi o Diabo,Nota: 5 estrelas,https://filmow.com/eu-vi-o-diabo-t24915/
"Eu, Daniel Blake",Nota: 3 estrelas,https://filmow.com/eu-daniel-blake-t198574/
Manchester à Beira-Mar,Nota: 2.5 estrelas,https://filmow.com/manchester-a-beira-mar-t102592/
Um Dia,Nota: 3 estrelas,https://filmow.com/um-dia-t24092/
Farol das Orcas,Nota: 3.5 estrelas,https://filmow.com/farol-das-orcas-t203387/
Lion: Uma Jornada para Casa,Nota: 5 estrelas,https://filmow.com/lion-uma-jornada-para-casa-t109783/
Piratas do Caribe: Navegando em Águas Misteriosas,Nota: 2.5 estrelas,https://filmow.com/piratas-do-caribe-navegando-em-aguas-misteriosas-t10032/
Piratas do Caribe: No Fim do Mundo,Nota: 3 estrelas,https://filmow.com/piratas-do-caribe-no-fim-do-mundo-t935/
Piratas do Caribe: O Baú da Morte,Nota: 3.5 estrelas,https://filmow.com/piratas-do-caribe-o-bau-da-morte-t936/
Piratas do Caribe: A Maldição do Pérola Negra,Nota: 4 estrelas,https://filmow.com/piratas-do-caribe-a-maldicao-do-perola-negra-t934/
Logan,Nota: 5 estrelas,https://filmow.com/logan-t88312/
Corra!,Nota: 4 estrelas,https://filmow.com/corra-t197654/
Miss Violence,Nota: 3.5 estrelas,https://filmow.com/miss-violence-t83257/
23 Blast,Nota: 3.5 estrelas,https://filmow.com/23-blast-t115880/
71: Esquecido em Belfast,Nota: 3.5 estrelas,https://filmow.com/71-esquecido-em-belfast-t90632/
Dersu Uzala,Nota: 4 estrelas,https://filmow.com/dersu-uzala-t1522/
Não é Mais um Besteirol Americano,Nota: 2.5 estrelas,https://filmow.com/nao-e-mais-um-besteirol-americano-t2983/
O Dia do Atentado,Nota: 3 estrelas,https://filmow.com/o-dia-do-atentado-t121078/
O Último dos Moicanos,Nota: 3 estrelas,https://filmow.com/o-ultimo-dos-moicanos-t854/
Aliados,Nota: 4 estrelas,https://filmow.com/aliados-t117393/
O Apartamento,Nota: 3 estrelas,https://filmow.com/o-apartamento-t198585/
Silêncio,Nota: 3.5 estrelas,https://filmow.com/silencio-t35373/
Pets: A Vida Secreta dos Bichos,Nota: 3 estrelas,https://filmow.com/pets-a-vida-secreta-dos-bichos-t113754/
Amizades Improváveis,Nota: 3.5 estrelas,https://filmow.com/amizades-improvaveis-t115504/
Jackie,Nota: 3 estrelas,https://filmow.com/jackie-t66185/
A Longa Caminhada de Billy Lynn,Nota: 4 estrelas,https://filmow.com/a-longa-caminhada-de-billy-lynn-t114283/
A 13ª Emenda,Nota: 4.5 estrelas,https://filmow.com/a-13a-emenda-t217309/
Moana: Um Mar de Aventuras,Nota: 3 estrelas,https://filmow.com/moana-um-mar-de-aventuras-t90657/
Diários de Motocicleta,Nota: 4 estrelas,https://filmow.com/diarios-de-motocicleta-t1531/
A Chegada,Nota: 3 estrelas,https://filmow.com/a-chegada-t72189/
Até o Último Homem,Nota: 4 estrelas,https://filmow.com/ate-o-ultimo-homem-t116471/
Filhos da Esperança,Nota: 3 estrelas,https://filmow.com/filhos-da-esperanca-t1551/
Moonlight: Sob a Luz do Luar,Nota: 3 estrelas,https://filmow.com/moonlight-sob-a-luz-do-luar-t194695/
Estrelas Além do Tempo,Nota: 4.5 estrelas,https://filmow.com/estrelas-alem-do-tempo-t201043/
Apocalypto,Nota: 4 estrelas,https://filmow.com/apocalypto-t196/
La La Land: Cantando Estações,Nota: 3 estrelas,https://filmow.com/la-la-land-cantando-estacoes-t100733/
Conflito das Águas,Nota: 3.5 estrelas,https://filmow.com/conflito-das-aguas-t32135/
Máquina Mortífera,Nota: 3 estrelas,https://filmow.com/maquina-mortifera-t645/
Doutor Estranho,Nota: 3 estrelas,https://filmow.com/doutor-estranho-t51449/
Irreversível,Nota: 4 estrelas,https://filmow.com/irreversivel-t5182/
A Criada,Nota: 3 estrelas,https://filmow.com/a-criada-t105821/
Senhores do Crime,Nota: 2 estrelas,https://filmow.com/senhores-do-crime-t6207/
O Túnel,Nota: 3.5 estrelas,https://filmow.com/o-tunel-t205321/
O Lamento,Nota: 4.5 estrelas,https://filmow.com/o-lamento-t120343/
Um Homem Chamado Ove,Nota: 5 estrelas,https://filmow.com/um-homem-chamado-ove-t198326/
Deserto,Nota: 3.5 estrelas,https://filmow.com/deserto-t88217/
The King's Choice,Nota: 4 estrelas,https://filmow.com/the-king-s-choice-t208829/
Animais Noturnos,Nota: 4.5 estrelas,https://filmow.com/animais-noturnos-t120688/
Rambo IV,Nota: 3.5 estrelas,https://filmow.com/rambo-iv-t978/
Rambo III,Nota: 3 estrelas,https://filmow.com/rambo-iii-t977/
A Autópsia,Nota: 3 estrelas,https://filmow.com/a-autopsia-t119752/
Rambo II: A Missão,Nota: 3.5 estrelas,https://filmow.com/rambo-ii-a-missao-t976/
Invasão Zumbi,Nota: 3.5 estrelas,https://filmow.com/invasao-zumbi-t205299/
Aquarius,Nota: 4 estrelas,https://filmow.com/aquarius-t80043/
Loving: Uma História de Amor,Nota: 3.5 estrelas,https://filmow.com/loving-uma-historia-de-amor-t116379/
Rambo: Programado Para Matar,Nota: 4 estrelas,https://filmow.com/rambo-programado-para-matar-t975/
Duro de Matar,Nota: 4 estrelas,https://filmow.com/duro-de-matar-t429/
10 Coisas que Eu Odeio em Você,Nota: 4 estrelas,https://filmow.com/10-coisas-que-eu-odeio-em-voce-t1964/
Férias Frustradas de Verão,Nota: 2.5 estrelas,https://filmow.com/ferias-frustradas-de-verao-t8300/
Sing Street - Música e Sonho,Nota: 4 estrelas,https://filmow.com/sing-street-musica-e-sonho-t108116/
O Lugar Onde Tudo Termina,Nota: 5 estrelas,https://filmow.com/o-lugar-onde-tudo-termina-t44000/
O Caminho,Nota: 3.5 estrelas,https://filmow.com/o-caminho-t35818/
O Exterminador do Futuro,Nota: 3 estrelas,https://filmow.com/o-exterminador-do-futuro-t765/
Círculo de Fogo,Nota: 4 estrelas,https://filmow.com/circulo-de-fogo-t316/
Expedição Kon Tiki,Nota: 4.5 estrelas,https://filmow.com/expedicao-kon-tiki-t69531/
O Impossível,Nota: 3 estrelas,https://filmow.com/o-impossivel-t28519/
Alien: O Oitavo Passageiro,Nota: 5 estrelas,https://filmow.com/alien-o-oitavo-passageiro-t6719/
Batman: O Cavaleiro das Trevas Ressurge,Nota: 5 estrelas,https://filmow.com/batman-o-cavaleiro-das-trevas-ressurge-t19914/
Batman: O Cavaleiro das Trevas,Nota: 5 estrelas,https://filmow.com/batman-o-cavaleiro-das-trevas-t253/
Batman Begins,Nota: 4 estrelas,https://filmow.com/batman-begins-t255/
Amores Imaginários,Nota: 3 estrelas,https://filmow.com/amores-imaginarios-t20896/
Agonia e Glória,Nota: 4.5 estrelas,https://filmow.com/agonia-e-gloria-t12105/
No Coração do Mar,Nota: 4 estrelas,https://filmow.com/no-coracao-do-mar-t77559/
"E Aí, Meu Irmão, Cadê Você?",Nota: 3 estrelas,https://filmow.com/e-ai-meu-irmao-cade-voce-t1537/
Meu Rei,Nota: 4 estrelas,https://filmow.com/meu-rei-t92847/
O Físico,Nota: 4.5 estrelas,https://filmow.com/o-fisico-t57740/
Sete Homens e Um Destino,Nota: 5 estrelas,https://filmow.com/sete-homens-e-um-destino-t106153/
A Qualquer Custo,Nota: 3 estrelas,https://filmow.com/a-qualquer-custo-t121170/
A Outra Terra,Nota: 3.5 estrelas,https://filmow.com/a-outra-terra-t32414/
Sully: O Herói do Rio Hudson,Nota: 4 estrelas,https://filmow.com/sully-o-heroi-do-rio-hudson-t125300/
Amor e Revolução,Nota: 4 estrelas,https://filmow.com/amor-e-revolucao-t107750/
"Jovens, Loucos e Mais Rebeldes",Nota: 2.5 estrelas,https://filmow.com/jovens-loucos-e-mais-rebeldes-t108706/
Politécnica,Nota: 5 estrelas,https://filmow.com/politecnica-t10317/
Zona Verde,Nota: 3 estrelas,https://filmow.com/zona-verde-t11811/
Rastro de Maldade,Nota: 4.5 estrelas,https://filmow.com/rastro-de-maldade-t68339/
Ferrugem e Osso,Nota: 4 estrelas,https://filmow.com/ferrugem-e-osso-t54985/
Drug War,Nota: 3.5 estrelas,https://filmow.com/drug-war-t69226/
Drive,Nota: 5 estrelas,https://filmow.com/drive-t31568/
À Espera de Um Milagre,Nota: 4.5 estrelas,https://filmow.com/a-espera-de-um-milagre-t4159/
Dois Caras Legais,Nota: 3.5 estrelas,https://filmow.com/dois-caras-legais-t101163/
O Lutador,Nota: 3.5 estrelas,https://filmow.com/o-lutador-t5696/
Kung-Fu Futebol Clube,,https://filmow.com/kung-fu-futebol-clube-t620/
Raça,Nota: 4 estrelas,https://filmow.com/raca-t93498/
Indignação,Nota: 3 estrelas,https://filmow.com/indignacao-t123967/
Oasis: Supersonic,Nota: 5 estrelas,https://filmow.com/oasis-supersonic-t207447/
Procurando Dory,Nota: 5 estrelas,https://filmow.com/procurando-dory-t61563/
Capitão Fantástico,Nota: 4.5 estrelas,https://filmow.com/capitao-fantastico-t97241/
Elle,Nota: 3.5 estrelas,https://filmow.com/elle-t99154/
Gigante Adormecido,Nota: 3.5 estrelas,https://filmow.com/gigante-adormecido-t127966/
Filadélfia,Nota: 5 estrelas,https://filmow.com/filadelfia-t5023/
O Cerco de Jadotville,Nota: 4 estrelas,https://filmow.com/o-cerco-de-jadotville-t116610/
Dia de Treinamento,Nota: 3.5 estrelas,https://filmow.com/dia-de-treinamento-t7463/
Amores Brutos,Nota: 4.5 estrelas,https://filmow.com/amores-brutos-t4416/
O Homem nas Trevas,Nota: 3.5 estrelas,https://filmow.com/o-homem-nas-trevas-t109812/
Esquadrão Red Tails,Nota: 3 estrelas,https://filmow.com/esquadrao-red-tails-t42896/
"Jovens, Loucos e Rebeldes",Nota: 4 estrelas,https://filmow.com/jovens-loucos-e-rebeldes-t8988/
Güeros,Nota: 3.5 estrelas,https://filmow.com/gueros-t94575/
Terra de Minas,Nota: 5 estrelas,https://filmow.com/terra-de-minas-t191977/
Los Angeles: Cidade Proibida,Nota: 4.5 estrelas,https://filmow.com/los-angeles-cidade-proibida-t6887/
Dope: Um Deslize Perigoso,Nota: 0.5 estrela,https://filmow.com/dope-um-deslize-perigoso-t112059/
Chocolate,Nota: 5 estrelas,https://filmow.com/chocolate-t96400/
Invocação do Mal 2,Nota: 3 estrelas,https://filmow.com/invocacao-do-mal-2-t82649/
Nise: O Coração da Loucura,Nota: 5 estrelas,https://filmow.com/nise-o-coracao-da-loucura-t53751/
Simplesmente Acontece,Nota: 4 estrelas,https://filmow.com/simplesmente-acontece-t76488/
O Primeiro Amor,Nota: 5 estrelas,https://filmow.com/o-primeiro-amor-t8506/
A Jaula de Ouro,Nota: 5 estrelas,https://filmow.com/a-jaula-de-ouro-t77810/
Controle: A História de Ian Curtis,Nota: 3.5 estrelas,https://filmow.com/controle-a-historia-de-ian-curtis-t1798/
Estômago,Nota: 5 estrelas,https://filmow.com/estomago-t4974/
Zootopia: Essa Cidade é o Bicho,Nota: 5 estrelas,https://filmow.com/zootopia-essa-cidade-e-o-bicho-t84397/
O Filho de Saul,Nota: 5 estrelas,https://filmow.com/o-filho-de-saul-t122081/
"Não Sou Eu, Eu Juro!",Nota: 4 estrelas,https://filmow.com/nao-sou-eu-eu-juro-t19083/
Trem da Vida,Nota: 5 estrelas,https://filmow.com/trem-da-vida-t3646/
"Bom Dia, Vietnã",Nota: 4 estrelas,https://filmow.com/bom-dia-vietna-t2320/
Little Boy: Além do Impossível,Nota: 5 estrelas,https://filmow.com/little-boy-alem-do-impossivel-t54529/
O Vencedor,Nota: 3.5 estrelas,https://filmow.com/o-vencedor-t25958/
Os Bad Boys,Nota: 4 estrelas,https://filmow.com/os-bad-boys-t880/
Jogos Vorazes,Nota: 2.5 estrelas,https://filmow.com/jogos-vorazes-t34768/
Sala Verde,Nota: 4 estrelas,https://filmow.com/sala-verde-t99884/
O Ultimato Bourne,Nota: 3 estrelas,https://filmow.com/o-ultimato-bourne-t851/
Precisamos Falar Sobre o Kevin,Nota: 3 estrelas,https://filmow.com/precisamos-falar-sobre-o-kevin-t27011/
Capitão América: Guerra Civil,Nota: 3.5 estrelas,https://filmow.com/capitao-america-guerra-civil-t93414/
A Grande Aposta,Nota: 4 estrelas,https://filmow.com/a-grande-aposta-t97234/
Era uma Vez na América,Nota: 4 estrelas,https://filmow.com/era-uma-vez-na-america-t4952/
A Supremacia Bourne,Nota: 3 estrelas,https://filmow.com/a-supremacia-bourne-t131/
O Novíssimo Testamento,Nota: 3.5 estrelas,https://filmow.com/o-novissimo-testamento-t82204/
A Identidade Bourne,Nota: 3.5 estrelas,https://filmow.com/a-identidade-bourne-t93/
Histórias Cruzadas,Nota: 5 estrelas,https://filmow.com/historias-cruzadas-t29704/
Freakonomics: O Filme,Nota: 5 estrelas,https://filmow.com/freakonomics-o-filme-t26639/
A Árvore da Vida,Nota: 3.5 estrelas,https://filmow.com/a-arvore-da-vida-t14320/
Guerreira,Nota: 4 estrelas,https://filmow.com/guerreira-t46362/
Velozes e Furiosos 7,Nota: 3.5 estrelas,https://filmow.com/velozes-e-furiosos-7-t53781/
Velozes e Furiosos 6,Nota: 3 estrelas,https://filmow.com/velozes-e-furiosos-6-t55541/
Velozes & Furiosos 5: Operação Rio,Nota: 3 estrelas,https://filmow.com/velozes-furiosos-5-operacao-rio-t17797/
Velozes e Furiosos 4,Nota: 3 estrelas,https://filmow.com/velozes-e-furiosos-4-t1186/
Velozes e Furiosos: Desafio em Tóquio,Nota: 3 estrelas,https://filmow.com/velozes-e-furiosos-desafio-em-toquio-t1185/
+Velozes +Furiosos,Nota: 3 estrelas,https://filmow.com/velozes-furiosos-t19/
Velozes e Furiosos,Nota: 3 estrelas,https://filmow.com/velozes-e-furiosos-t1184/
O Clã,Nota: 4 estrelas,https://filmow.com/o-cla-t118878/
Suburra,Nota: 4 estrelas,https://filmow.com/suburra-t193757/
42 - A História de uma Lenda,Nota: 4.5 estrelas,https://filmow.com/42-a-historia-de-uma-lenda-t48779/
(500) Dias com Ela,Nota: 3 estrelas,https://filmow.com/500-dias-com-ela-t8142/
O Júri,Nota: 3 estrelas,https://filmow.com/o-juri-t5688/
Spotlight - Segredos Revelados,Nota: 4 estrelas,https://filmow.com/spotlight-segredos-revelados-t107623/
Os Oito Odiados,Nota: 3.5 estrelas,https://filmow.com/os-oito-odiados-t68215/
Brooklin,Nota: 3.5 estrelas,https://filmow.com/brooklin-t56243/
Um Homem Entre Gigantes,Nota: 4 estrelas,https://filmow.com/um-homem-entre-gigantes-t100665/
O Quarto de Jack,Nota: 5 estrelas,https://filmow.com/o-quarto-de-jack-t98036/
A Corporação,Nota: 4 estrelas,https://filmow.com/a-corporacao-t4038/
Justiça,Nota: 4 estrelas,https://filmow.com/justica-t9989/
Culturas de Resistência,Nota: 5 estrelas,https://filmow.com/culturas-de-resistencia-t47341/
Deadpool,Nota: 5 estrelas,https://filmow.com/deadpool-t14204/
A Juventude,Nota: 3 estrelas,https://filmow.com/a-juventude-t88460/
Meu Nome Não é Johnny,Nota: 4 estrelas,https://filmow.com/meu-nome-nao-e-johnny-t2917/
O Melhor Jogo da História,Nota: 4.5 estrelas,https://filmow.com/o-melhor-jogo-da-historia-t5703/
Mar Adentro,Nota: 4 estrelas,https://filmow.com/mar-adentro-t1851/
Creed: Nascido para Lutar,Nota: 4 estrelas,https://filmow.com/creed-nascido-para-lutar-t83213/
Sete Anos no Tibet,Nota: 3.5 estrelas,https://filmow.com/sete-anos-no-tibet-t1703/
Steve Jobs,Nota: 3 estrelas,https://filmow.com/steve-jobs-t111136/
Não Me Abandone Jamais,Nota: 4 estrelas,https://filmow.com/nao-me-abandone-jamais-t21854/
"Paris, Texas",Nota: 4 estrelas,https://filmow.com/paris-texas-t5979/
Cela 211,Nota: 4 estrelas,https://filmow.com/cela-211-t19730/
Uma História Real,Nota: 3 estrelas,https://filmow.com/uma-historia-real-t8664/
Bent,Nota: 3.5 estrelas,https://filmow.com/bent-t6813/
127 Horas,Nota: 4 estrelas,https://filmow.com/127-horas-t24843/
Quem Quer Ser um Milionário?,,https://filmow.com/quem-quer-ser-um-milionario-t6082/
Kes,Nota: 3.5 estrelas,https://filmow.com/kes-t12885/
Chinatown,Nota: 4 estrelas,https://filmow.com/chinatown-t6861/
Ex Machina: Instinto Artificial,Nota: 3 estrelas,https://filmow.com/ex-machina-instinto-artificial-t85637/
Uma Mente Brilhante,Nota: 4 estrelas,https://filmow.com/uma-mente-brilhante-t1956/
A Garota Dinamarquesa,Nota: 3 estrelas,https://filmow.com/a-garota-dinamarquesa-t10068/
O Experimento de Aprisionamento de Stanford,Nota: 4.5 estrelas,https://filmow.com/o-experimento-de-aprisionamento-de-stanford-t111144/
Sicario: Terra de Ninguém,Nota: 4.5 estrelas,https://filmow.com/sicario-terra-de-ninguem-t99816/
O Regresso,Nota: 5 estrelas,https://filmow.com/o-regresso-t53588/
Tangerina,Nota: 2 estrelas,https://filmow.com/tangerina-t116119/
Casa Grande,Nota: 4.5 estrelas,https://filmow.com/casa-grande-t92873/
Bronson,Nota: 3.5 estrelas,https://filmow.com/bronson-t11629/
A Encruzilhada,Nota: 4 estrelas,https://filmow.com/a-encruzilhada-t8040/
Conta Comigo,Nota: 4 estrelas,https://filmow.com/conta-comigo-t1504/
Antes da Meia-Noite,Nota: 4 estrelas,https://filmow.com/antes-da-meia-noite-t62446/
Antes do Pôr-do-Sol,Nota: 4 estrelas,https://filmow.com/antes-do-por-do-sol-t4437/
Antes do Amanhecer,Nota: 5 estrelas,https://filmow.com/antes-do-amanhecer-t4436/
Império do Sol,Nota: 4.5 estrelas,https://filmow.com/imperio-do-sol-t5142/
Perdido em Marte,Nota: 5 estrelas,https://filmow.com/perdido-em-marte-t99530/
A Separação,Nota: 4 estrelas,https://filmow.com/a-separacao-t33401/
Chef,Nota: 4 estrelas,https://filmow.com/chef-t79154/
Questão de Tempo,Nota: 5 estrelas,https://filmow.com/questao-de-tempo-t55821/
Sr. Ninguém,Nota: 3.5 estrelas,https://filmow.com/sr-ninguem-t12536/
Réquiem para um Sonho,Nota: 4.5 estrelas,https://filmow.com/requiem-para-um-sonho-t6127/
A Fita Azul,Nota: 3.5 estrelas,https://filmow.com/a-fita-azul-t57782/
Ran,Nota: 3.5 estrelas,https://filmow.com/ran-t6097/
O Garoto de Liverpool,Nota: 4 estrelas,https://filmow.com/o-garoto-de-liverpool-t12013/
Força Para Viver,Nota: 4 estrelas,https://filmow.com/forca-para-viver-t78551/
O Dia do Galo,Nota: 4 estrelas,https://filmow.com/o-dia-do-galo-t117790/
O Time de 92,Nota: 5 estrelas,https://filmow.com/o-time-de-92-t88235/
Hannah Arendt - Ideias Que Chocaram o Mundo,Nota: 4 estrelas,https://filmow.com/hannah-arendt-ideias-que-chocaram-o-mundo-t62563/
Cinema Paradiso,Nota: 5 estrelas,https://filmow.com/cinema-paradiso-t4662/
Três Homens em Conflito,Nota: 5 estrelas,https://filmow.com/tres-homens-em-conflito-t1125/
Por uns Dólares a Mais,Nota: 5 estrelas,https://filmow.com/por-uns-dolares-a-mais-t951/
Por um Punhado de Dólares,Nota: 4.5 estrelas,https://filmow.com/por-um-punhado-de-dolares-t9502/
Paradise Now,Nota: 3.5 estrelas,https://filmow.com/paradise-now-t5973/
Sobre Meninos e Lobos,Nota: 4.5 estrelas,https://filmow.com/sobre-meninos-e-lobos-t6250/
Cartas de Iwo Jima,Nota: 4 estrelas,https://filmow.com/cartas-de-iwo-jima-t4615/
Um Dia de Fúria,Nota: 4 estrelas,https://filmow.com/um-dia-de-furia-t6396/
Domingo Sangrento,Nota: 4.5 estrelas,https://filmow.com/domingo-sangrento-t4863/
"Roma, Cidade Aberta",Nota: 4.5 estrelas,https://filmow.com/roma-cidade-aberta-t6147/
Assassinos por Natureza,Nota: 3 estrelas,https://filmow.com/assassinos-por-natureza-t227/
A Queda! As Últimas Horas de Hitler,Nota: 4.5 estrelas,https://filmow.com/a-queda-as-ultimas-horas-de-hitler-t4287/
Filhos da Guerra,Nota: 4.5 estrelas,https://filmow.com/filhos-da-guerra-t11027/
O Substituto,Nota: 4.5 estrelas,https://filmow.com/o-substituto-t27173/
Maze Runner: Prova de Fogo,Nota: 3 estrelas,https://filmow.com/maze-runner-prova-de-fogo-t106368/
A Dama Dourada,Nota: 4 estrelas,https://filmow.com/a-dama-dourada-t94546/
Homem-Formiga,Nota: 3.5 estrelas,https://filmow.com/homem-formiga-t24609/
Não Olhe Para Trás,Nota: 3 estrelas,https://filmow.com/nao-olhe-para-tras-t67857/
O Agente da U.N.C.L.E.,Nota: 4 estrelas,https://filmow.com/o-agente-da-u-n-c-l-e-t41908/
Winter on Fire: Ukraine's Fight for Freedom,Nota: 5 estrelas,https://filmow.com/winter-on-fire-ukraine-s-fight-for-freedom-t191565/
Beasts of No Nation,Nota: 4 estrelas,https://filmow.com/beasts-of-no-nation-t101385/
"Eu, Você e a Garota Que Vai Morrer",Nota: 3.5 estrelas,https://filmow.com/eu-voce-e-a-garota-que-vai-morrer-t72187/
O Grande Ditador,Nota: 4 estrelas,https://filmow.com/o-grande-ditador-t3129/
Que Horas Ela Volta?,Nota: 5 estrelas,https://filmow.com/que-horas-ela-volta-t104058/
A Pequena Morte,Nota: 4.5 estrelas,https://filmow.com/a-pequena-morte-t108384/
